Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code_2;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date;f_is_exchanged;f_invc_full_name;КВАЛ;Торговый календарь
427;CBSH;Commerce Bancshares, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2005251036;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;Commerce Bancshares, Inc.;НЕТ;Эмитенты с листингом в США
428;CBT;Cabot Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1270551013;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;Cabot Corporation;НЕТ;Эмитенты с листингом в США
429;CBU;Community Bank System, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2036071064;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;Community Bank System, Inc.;НЕТ;Эмитенты с листингом в США
430;CC;The Chemours Company;Акции;Акции иностранного эмитента обыкновенные;;US1638511089;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;The Chemours Company;НЕТ;Эмитенты с листингом в США
431;CCI;Crown Castle Inc. ;Акции;Акции иностранного эмитента обыкновенные;;US22822V1017;ESVUFR;1,00;0,01;USD;26.04.2017 0:00:00;;Crown Castle Inc. ;НЕТ;Эмитенты с листингом в США
432;CCJ;Cameco Corporation;Акции;Акции иностранного эмитента обыкновенные;;CA13321L1085;ESVTFR;1,00;0,01;USD;06.08.2021 0:00:00;;Cameco Corporation;НЕТ;Эмитенты с листингом в США
433;CCK;Crown Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2283681060;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;Crown Holdings, Inc.;НЕТ;Эмитенты с листингом в США
434;CCL;Carnival Corporation;Акции;Акции иностранного эмитента обыкновенные;;PA1436583006;ESVUFR;1,00;0,01;USD;26.04.2017 0:00:00;;Carnival Corporation;НЕТ;Эмитенты с листингом в США
435;CCOI;Cogent Communications Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US19239V3024;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;Cogent Communications Holdings, Inc.;НЕТ;Эмитенты с листингом в США
436;CCS;Century Communities, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1565043007;ESVTFR;1,00;0,01;USD;28.01.2022 0:00:00;;Century Communities, Inc.;НЕТ;Эмитенты с листингом в США
437;CCSI;Consensus Cloud Solutions, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US20848V1052;ESVUFR;1,00;0,01;USD;19.10.2021 0:00:00;;Consensus Cloud Solutions, Inc.;НЕТ;Эмитенты с листингом в США
438;CDAY;Ceridian HCM Holding Inc.;Акции;Акции иностранного эмитента обыкновенные;;US15677J1088;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;Ceridian HCM Holding Inc.;НЕТ;Эмитенты с листингом в США
439;CDLX;Cardlytics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US14161W1053;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;Cardlytics, Inc.;НЕТ;Эмитенты с листингом в США
440;CDNA;CareDx, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US14167L1035;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;CareDx, Inc.;НЕТ;Эмитенты с листингом в США
441;CDNS;Cadence Design Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1273871087;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;Cadence Design Systems, Inc.;НЕТ;Эмитенты с листингом в США
442;CDW;CDW Corporation;Акции;Акции иностранного эмитента обыкновенные;;US12514G1085;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;CDW Corporation;НЕТ;Эмитенты с листингом в США
443;CE;Celanese Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1508701034;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;Celanese Corporation;НЕТ;Эмитенты с листингом в США
444;CEG;Constellation Energy Corporation;Акции;Акции иностранного эмитента обыкновенные;;US21037T1097;ESVUFR;1,00;0,01;USD;02.02.2022 0:00:00;;Constellation Energy Corporation;НЕТ;Эмитенты с листингом в США
445;CELH;Celsius Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US15118V2079;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;Celsius Holdings, Inc.;НЕТ;Эмитенты с листингом в США
446;CELL;PhenomeX Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0843101017;ESVUFR;1,00;0,01;USD;10.11.2021 0:00:00;;PhenomeX Inc.;НЕТ;Эмитенты с листингом в США
447;CENT;Central Garden & Pet Company;Акции;Акции иностранного эмитента обыкновенные;;US1535271068;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;Central Garden & Pet Company;НЕТ;Эмитенты с листингом в США
448;CENTA;Central Garden & Pet Company;Акции;Акции иностранного эмитента обыкновенные класса A;;US1535272058;ESNUFR;1,00;0,01;USD;11.06.2019 0:00:00;;Central Garden & Pet Company;НЕТ;Эмитенты с листингом в США
449;CERE;Cerevel Therapeutics Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US15678U1280;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;Cerevel Therapeutics Holdings, Inc.;НЕТ;Эмитенты с листингом в США
450;CEVA;CEVA, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1572101053;ESVUFR;1,00;0,01;USD;13.10.2020 0:00:00;;CEVA, Inc.;НЕТ;Эмитенты с листингом в США
451;CF;CF Industries Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1252691001;ESVUFR;1,00;0,01;USD;26.04.2017 0:00:00;;CF Industries Holdings, Inc.;НЕТ;Эмитенты с листингом в США
452;CFG;Citizens Financial Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1746101054;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00;;Citizens Financial Group, Inc.;НЕТ;Эмитенты с листингом в США
453;CFLT;Confluent, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US20717M1036;ESVUFR;1,00;0,01;USD;10.11.2021 0:00:00;;Confluent, Inc.;НЕТ;Эмитенты с листингом в США
454;CFR;Cullen/Frost Bankers, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2298991090;ESNUFX;1,00;0,01;USD;18.05.2020 0:00:00;;Cullen/Frost Bankers, Inc.;НЕТ;Эмитенты с листингом в США
455;CG;The Carlyle Group Inc.;Акции;Акции иностранного эмитента обыкновенные;;US14316J1088;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;The Carlyle Group Inc.;НЕТ;Эмитенты с листингом в США
456;CGEN;Compugen Ltd.;Акции;Акции иностранного эмитента обыкновенные;;IL0010852080;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;Compugen Ltd.;НЕТ;Эмитенты с листингом в США
457;CGNT;Cognyte Software Ltd.;Акции;Акции иностранного эмитента обыкновенные;;IL0011691438;ESVUFR;1,00;0,01;USD;05.02.2021 0:00:00;;Cognyte Software Ltd.;НЕТ;Эмитенты с листингом в США
458;CGNX;Cognex Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1924221039;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;Cognex Corporation;НЕТ;Эмитенты с листингом в США
459;CHCO;City Holding Company;Акции;Акции иностранного эмитента обыкновенные;;US1778351056;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;City Holding Company;НЕТ;Эмитенты с листингом в США
460;CHD;Church & Dwight Co., Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1713401024;ESVTFR;1,00;0,01;USD;26.04.2017 0:00:00;;Church & Dwight Co., Inc.;НЕТ;Эмитенты с листингом в США
461;CHDN;Churchill Downs Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US1714841087;ESXTFX;1,00;0,01;USD;04.04.2019 0:00:00;;Churchill Downs Incorporated;НЕТ;Эмитенты с листингом в США
462;CHE;Chemed Corporation;Акции;Акции иностранного эмитента обыкновенные;;US16359R1032;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;Chemed Corporation;НЕТ;Эмитенты с листингом в США
463;CHEF;The Chefs’ Warehouse, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1630861011;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;The Chefs’ Warehouse, Inc.;НЕТ;Эмитенты с листингом в США
464;CHGG;Chegg, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1630921096;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;Chegg, Inc.;НЕТ;Эмитенты с листингом в США
465;CHH;Choice Hotels International, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1699051066;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;Choice Hotels International, Inc.;НЕТ;Эмитенты с листингом в США
466;CHKP;Check Point Software Technologies Ltd.;Акции;Акции иностранного эмитента обыкновенные;;IL0010824113;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;Check Point Software Technologies Ltd.;НЕТ;Эмитенты с листингом в США
467;CHPT;ChargePoint Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US15961R1059;ESVUFR;1,00;0,01;USD;26.10.2021 0:00:00;;ChargePoint Holdings, Inc.;НЕТ;Эмитенты с листингом в США
468;CHRS;Coherus BioSciences, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US19249H1032;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;Coherus BioSciences, Inc.;НЕТ;Эмитенты с листингом в США
469;CHRW;C.H. Robinson Worldwide, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US12541W2098;ESVUFR;1,00;0,01;USD;06.10.2016 0:00:00;;C.H. Robinson Worldwide, Inc.;НЕТ;Эмитенты с листингом в США
470;CHTR;Charter Communications, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US16119P1084;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00;;Charter Communications, Inc.;НЕТ;Эмитенты с листингом в США
471;CHWY;Chewy, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US16679L1098;ESVUFR;1,00;0,01;USD;22.09.2020 0:00:00;;Chewy, Inc.;НЕТ;Эмитенты с листингом в США
472;CHX;ChampionX Corporation;Акции;Акции иностранного эмитента обыкновенные;;US15872M1045;ESVUFR;1,00;0,01;USD;18.05.2018 0:00:00;;ChampionX Corporation;НЕТ;Эмитенты с листингом в США
473;CI;The Cigna Group;Акции;Акции иностранного эмитента обыкновенные;;US1255231003;ESVUFR;1,00;0,01;USD;03.01.2019 0:00:00;;The Cigna Group;НЕТ;Эмитенты с листингом в США
474;CIEN;Ciena Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1717793095;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;Ciena Corporation;НЕТ;Эмитенты с листингом в США
475;CINF;Cincinnati Financial Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1720621010;ESVUFR;1,00;0,01;USD;26.04.2017 0:00:00;;Cincinnati Financial Corporation;НЕТ;Эмитенты с листингом в США
476;CL;Colgate-Palmolive Company;Акции;Акции иностранного эмитента обыкновенные;;US1941621039;ESVUFR;1,00;0,01;USD;26.04.2017 0:00:00;;Colgate-Palmolive Company;НЕТ;Эмитенты с листингом в США
477;CLB;Core Laboratories Inc.;Акции;Акции иностранного эмитента обыкновенные;;US21867A1051;ESVUFR;1,00;0,01;USD;08.05.2023 0:00:00;;Core Laboratories Inc.;ДА;Эмитенты с листингом в США
478;CLBK;Columbia Financial, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1976411033;ESVUFR;1,00;0,01;USD;03.10.2022 0:00:00;;Columbia Financial, Inc.;НЕТ;Эмитенты с листингом в США
479;CLDT;Chatham Lodging Trust;Акции;Акции иностранного эмитента обыкновенные;;US16208T1025;ESVUFR;1,00;0,01;USD;21.01.2020 0:00:00;;Chatham Lodging Trust;НЕТ;Эмитенты с листингом в США
480;CLF;Cleveland-Cliffs Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1858991011;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00;;Cleveland-Cliffs Inc.;НЕТ;Эмитенты с листингом в США
