Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code_2;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date;f_is_exchanged;f_invc_full_name;КВАЛ;Торговый календарь
306;AX;Axos Financial, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05465C1009;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;Axos Financial, Inc.;НЕТ;Эмитенты с листингом в США
307;AXGN;Axogen, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05463X1063;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;Axogen, Inc.;НЕТ;Эмитенты с листингом в США
308;AXNX;Axonics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05465P1012;ESVUFR;1,00;0,01;USD;28.01.2022 0:00:00;;Axonics, Inc.;НЕТ;Эмитенты с листингом в США
309;AXON;Axon Enterprise, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05464C1018;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;Axon Enterprise, Inc.;НЕТ;Эмитенты с листингом в США
310;AXP;American Express Company;Акции;Акции иностранного эмитента обыкновенные;;US0258161092;ESVUFR;1,00;0,01;USD;06.10.2016 0:00:00;;American Express Company;НЕТ;Эмитенты с листингом в США
311;AXSM;Axsome Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05464T1043;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;Axsome Therapeutics, Inc.;НЕТ;Эмитенты с листингом в США
312;AXTA;Axalta Coating Systems Ltd.;Акции;Акции иностранного эмитента обыкновенные;;BMG0750C1082;ESVUFR;1,00;0,01;USD;28.01.2022 0:00:00;;Axalta Coating Systems Ltd.;НЕТ;Эмитенты с листингом в США
313;AYI;Acuity Brands, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00508Y1029;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00;;Acuity Brands, Inc.;НЕТ;Эмитенты с листингом в США
314;AYX;Alteryx, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US02156B1035;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;Alteryx, Inc.;НЕТ;Эмитенты с листингом в США
315;AZEK;The AZEK Company Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US05478C1053;ESVUFR;1,00;0,01;USD;10.11.2021 0:00:00;;The AZEK Company Inc.;НЕТ;Эмитенты с листингом в США
316;AZO;AutoZone, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0533321024;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;AutoZone, Inc.;НЕТ;Эмитенты с листингом в США
317;AZPN;Aspen Technology, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US29109X1063;ESVUFR;1,00;0,01;USD;25.05.2022 0:00:00;;Aspen Technology, Inc.;НЕТ;Эмитенты с листингом в США
318;AZTA;Azenta, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1143401024;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;Azenta, Inc.;НЕТ;Эмитенты с листингом в США
319;BA;THE BOEING COMPANY;Акции;Акции иностранного эмитента обыкновенные;;US0970231058;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00;;THE BOEING COMPANY;НЕТ;Эмитенты с листингом в США
320;BAC;Bank of America Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0605051046;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00;;Bank of America Corporation;НЕТ;Эмитенты с листингом в США
321;BAH;Booz Allen Hamilton Holding Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US0995021062;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;Booz Allen Hamilton Holding Corporation;НЕТ;Эмитенты с листингом в США
322;BALL;Ball Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0584981064;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;Ball Corporation;НЕТ;Эмитенты с листингом в США
323;BAND;Bandwidth Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US05988J1034;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;Bandwidth Inc.;НЕТ;Эмитенты с листингом в США
324;BAS@DE;BASF SE;Акции;Акции иностранного эмитента обыкновенные;;DE000BASF111;ESVUFR;1,00;0,01;EUR;01.03.2021 0:00:00;;BASF SE;НЕТ;Эмитенты с листингом в ФРГ
325;BAST;JSC “BAST”;Акции;Акции иностранного эмитента обыкновенные;;KZ1C00001015;ESVXOR;1,00;0,1;RUB;26.09.2016 0:00:00;;JSC “BAST”;НЕТ;Иностранные эмитенты из стран СНГ
326;BAX;Baxter International Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0718131099;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;Baxter International Inc.;НЕТ;Эмитенты с листингом в США
327;BAYN@DE;Bayer Aktiengesellschaft;Акции;Акции иностранного эмитента обыкновенные;;DE000BAY0017;ESVUFR;1,00;0,01;EUR;29.09.2020 0:00:00;;Bayer Aktiengesellschaft;НЕТ;Эмитенты с листингом в ФРГ
328;BBIO;BridgeBio Pharma, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US10806X1028;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;BridgeBio Pharma, Inc.;НЕТ;Эмитенты с листингом в США
329;BBSI;Barrett Business Services, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0684631080;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;Barrett Business Services, Inc.;НЕТ;Эмитенты с листингом в США
330;BBWI;Bath & Body Works, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0708301041;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00;;Bath & Body Works, Inc.;НЕТ;Эмитенты с листингом в США
331;BBY;Best Buy Co., Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0865161014;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;Best Buy Co., Inc.;НЕТ;Эмитенты с листингом в США
332;BC;Brunswick Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1170431092;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;Brunswick Corporation;НЕТ;Эмитенты с листингом в США
333;BCC;Boise Cascade Company;Акции;Акции иностранного эмитента обыкновенные;;US09739D1000;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;Boise Cascade Company;НЕТ;Эмитенты с листингом в США
334;BCE;BCE Inc.;Акции;Акции иностранного эмитента обыкновенные;;CA05534B7604;ESVUFR;1,00;0,01;USD;08.08.2022 0:00:00;;BCE Inc.;НЕТ;Эмитенты с листингом в США
335;BCO;The Brink's Company;Акции;Акции иностранного эмитента обыкновенные;;US1096961040;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;The Brink's Company;НЕТ;Эмитенты с листингом в США
336;BCPC;Balchem Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0576652004;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;Balchem Corporation;НЕТ;Эмитенты с листингом в США
337;BCRX;BioCryst Pharmaceuticals, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09058V1035;ESVUFR;1,00;0,01;USD;08.08.2022 0:00:00;;BioCryst Pharmaceuticals, Inc.;НЕТ;Эмитенты с листингом в США
338;BDC;Belden Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0774541066;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;Belden Inc.;НЕТ;Эмитенты с листингом в США
339;BDTX;Black Diamond Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09203E1055;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;Black Diamond Therapeutics, Inc.;НЕТ;Эмитенты с листингом в США
340;BDX;Becton, Dickinson and Company;Акции;Акции иностранного эмитента обыкновенные;;US0758871091;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;Becton, Dickinson and Company;НЕТ;Эмитенты с листингом в США
341;BE;Bloom Energy Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US0937121079;ESVUFR;1,00;0,01;USD;08.08.2022 0:00:00;;Bloom Energy Corporation;НЕТ;Эмитенты с листингом в США
342;BEAM;Beam Therapeutics Inc.;Акции;Акции иностранного эмитента обыкновенные;;US07373V1052;ESVUFR;1,00;0,01;USD;10.11.2021 0:00:00;;Beam Therapeutics Inc.;НЕТ;Эмитенты с листингом в США
343;BECN;Beacon Roofing Supply, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0736851090;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;Beacon Roofing Supply, Inc.;НЕТ;Эмитенты с листингом в США
344;BEN;Franklin Resources, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US3546131018;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;Franklin Resources, Inc.;НЕТ;Эмитенты с листингом в США
345;BERY;Berry Global Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US08579W1036;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;Berry Global Group, Inc.;НЕТ;Эмитенты с листингом в США
346;BF B;Brown-Forman Corporation;Акции;Акции иностранного эмитента обыкновенные класса B;;US1156372096;ESNUFR;1,00;0,01;USD;23.11.2016 0:00:00;;Brown-Forman Corporation;НЕТ;Эмитенты с листингом в США
347;BFAM;Bright Horizons Family Solutions Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1091941005;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;Bright Horizons Family Solutions Inc.;НЕТ;Эмитенты с листингом в США
348;BFH;Bread Financial Holdings, Inc. ;Акции;Акции иностранного эмитента обыкновенные;;US0185811082;ESVUFR;1,00;0,01;USD;18.05.2017 0:00:00;;Bread Financial Holdings, Inc. ;НЕТ;Эмитенты с листингом в США
349;BG;Bunge Limited;Акции;Акции иностранного эмитента обыкновенные;;BMG169621056;ESVUFR;1,00;0,01;USD;08.08.2022 0:00:00;;Bunge Limited;НЕТ;Эмитенты с листингом в США
350;BGS;B&G Foods, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05508R1068;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;B&G Foods, Inc.;НЕТ;Эмитенты с листингом в США
351;BH;Biglari Holdings Inc.;Акции;Акции иностранного эмитента обыкновенные класса B;;US08986R3093;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;Biglari Holdings Inc.;НЕТ;Эмитенты с листингом в США
352;BHF;Brighthouse Financial, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US10922N1037;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00;;Brighthouse Financial, Inc.;НЕТ;Эмитенты с листингом в США
353;BIG;Big Lots, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0893021032;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;Big Lots, Inc.;НЕТ;Эмитенты с листингом в США
354;BIGC;BigCommerce Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные серии 1;;US08975P1084;ESVUFR;1,00;0,01;USD;10.11.2021 0:00:00;;BigCommerce Holdings, Inc.;НЕТ;Эмитенты с листингом в США
355;BIIB;Biogen Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09062X1037;ESVUFR;1,00;0,01;USD;06.10.2016 0:00:00;;Biogen Inc.;НЕТ;Эмитенты с листингом в США
356;BIL;SPDR Series Trust;Акции;Акции иностранного биржевого инвестиционного фонда SPDR Bloomberg 1-3 Month T-Bill ETF;;US78468R6633;CEOJLS;1,00;0,01;USD;19.04.2023 0:00:00;True;SPDR Series Trust;ДА;Эмитенты с листингом в США
357;BILL;BILL Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0900431000;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;BILL Holdings, Inc.;НЕТ;Эмитенты с листингом в США
358;BIO;Bio-Rad Laboratories, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US0905722072;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;Bio-Rad Laboratories, Inc.;НЕТ;Эмитенты с листингом в США
359;BJ;BJ's Wholesale Club Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05550J1016;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;BJ's Wholesale Club Holdings, Inc.;НЕТ;Эмитенты с листингом в США
360;BJRI;BJ's Restaurants, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09180C1062;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;BJ's Restaurants, Inc.;НЕТ;Эмитенты с листингом в США
361;BK;The Bank of New York Mellon Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0640581007;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;The Bank of New York Mellon Corporation;НЕТ;Эмитенты с листингом в США
362;BKI;Black Knight, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09215C1053;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;Black Knight, Inc.;НЕТ;Эмитенты с листингом в США
363;BKNG;Booking Holdings Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09857L1089;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00;;Booking Holdings Inc.;НЕТ;Эмитенты с листингом в США
364;BKR;Baker Hughes Company;Акции;Акции иностранного эмитента обыкновенные класса A;;US05722G1004;ESVUFR;1,00;0,01;USD;17.07.2017 0:00:00;;Baker Hughes Company;НЕТ;Эмитенты с листингом в США
365;BKU;BankUnited, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US06652K1034;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;BankUnited, Inc.;НЕТ;Эмитенты с листингом в США
366;BL;BlackLine, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09239B1098;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;BlackLine, Inc.;НЕТ;Эмитенты с листингом в США
367;BLD;TopBuild Corp.;Акции;Акции иностранного эмитента обыкновенные;;US89055F1030;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;TopBuild Corp.;НЕТ;Эмитенты с листингом в США
368;BLDP;Ballard Power Systems Inc.;Акции;Акции иностранного эмитента обыкновенные;;CA0585861085;ESVUFR;1,00;0,01;USD;03.10.2022 0:00:00;;Ballard Power Systems Inc.;НЕТ;Эмитенты с листингом в США
369;BLDR;Builders FirstSource, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US12008R1077;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;Builders FirstSource, Inc.;НЕТ;Эмитенты с листингом в США
370;BLK;BlackRock, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09247X1019;ESVUFR;1,00;0,01;USD;06.10.2016 0:00:00;;BlackRock, Inc.;НЕТ;Эмитенты с листингом в США
371;BLKB;Blackbaud, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09227Q1004;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;Blackbaud, Inc.;НЕТ;Эмитенты с листингом в США
372;BLMN;Bloomin' Brands, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0942351083;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;Bloomin' Brands, Inc.;НЕТ;Эмитенты с листингом в США
373;BLNK;Blink Charging Co.;Акции;Акции иностранного эмитента обыкновенные;;US09354A1007;ESVUFR;1,00;0,01;USD;01.06.2021 0:00:00;;Blink Charging Co.;НЕТ;Эмитенты с листингом в США
374;BLUE;bluebird bio, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09609G1004;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;bluebird bio, Inc.;НЕТ;Эмитенты с листингом в США
375;BLZE;Backblaze, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US05637B1052;ESVUFR;1,00;0,01;USD;31.12.2021 0:00:00;;Backblaze, Inc.;НЕТ;Эмитенты с листингом в США
376;BMBL;Bumble Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US12047B1052;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;Bumble Inc.;НЕТ;Эмитенты с листингом в США
377;BMI;Badger Meter, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0565251081;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;Badger Meter, Inc.;НЕТ;Эмитенты с листингом в США
378;BMO;Bank of Montreal;Акции;Акции иностранного эмитента обыкновенные;;CA0636711016;ESVTFR;1,00;0,01;USD;18.07.2022 0:00:00;;Bank of Montreal;НЕТ;Эмитенты с листингом в США
379;BMRN;BioMarin Pharmaceutical Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09061G1013;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;BioMarin Pharmaceutical Inc.;НЕТ;Эмитенты с листингом в США
380;BMW@DE;Bayerische Motoren Werke Aktiengesellschaft;Акции;Акции иностранного эмитента обыкновенные;;DE0005190003;ESVUFB;1,00;0,01;EUR;03.08.2018 0:00:00;;Bayerische Motoren Werke Aktiengesellschaft;НЕТ;Эмитенты с листингом в ФРГ
381;BMY;Bristol-Myers Squibb Company;Акции;Акции иностранного эмитента обыкновенные;;US1101221083;ESVUFR;1,00;0,01;USD;06.10.2016 0:00:00;;Bristol-Myers Squibb Company;НЕТ;Эмитенты с листингом в США
382;BNGO;Bionano Genomics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09075F1075;ESVUFR;1,00;0,01;USD;01.06.2021 0:00:00;;Bionano Genomics, Inc.;НЕТ;Эмитенты с листингом в США
383;BOH;Bank of Hawaii Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0625401098;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;Bank of Hawaii Corporation;НЕТ;Эмитенты с листингом в США
384;BOKF;BOK Financial Corporation;Акции;Акции иностранного эмитента обыкновенные;;US05561Q2012;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;BOK Financial Corporation;НЕТ;Эмитенты с листингом в США
385;BOOT;Boot Barn Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0994061002;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;Boot Barn Holdings, Inc.;НЕТ;Эмитенты с листингом в США
386;BOSS@DE;HUGO BOSS AG;Акции;Акции иностранного эмитента обыкновенные;;DE000A1PHFF7;ESVUFR;1,00;0,01;EUR;01.03.2021 0:00:00;;HUGO BOSS AG;НЕТ;Эмитенты с листингом в ФРГ
387;BOTZ;Global X Funds;Акции;Акции иностранного биржевого инвестиционного фонда Global X Robotics & Artificial Intelligence ETF;;US37954Y7159;CEOJMS;1,00;0,01;USD;11.11.2022 0:00:00;True;Global X Funds;ДА;Эмитенты с листингом в США
388;BOX;Box, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US10316T1043;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;Box, Inc.;НЕТ;Эмитенты с листингом в США
389;BPMC;Blueprint Medicines Corporation;Акции;Акции иностранного эмитента обыкновенные;;US09627Y1091;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;Blueprint Medicines Corporation;НЕТ;Эмитенты с листингом в США
390;BR;Broadridge Financial Solutions, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US11133T1034;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;Broadridge Financial Solutions, Inc.;НЕТ;Эмитенты с листингом в США
391;BRBR;BellRing Brands, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US07831C1036;ESVUFR;1,00;0,01;USD;29.03.2022 0:00:00;;BellRing Brands, Inc.;НЕТ;Эмитенты с листингом в США
392;BRC;Brady Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US1046741062;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;Brady Corporation;НЕТ;Эмитенты с листингом в США
393;BRK B;Berkshire Hathaway Inc.;Акции;Акции иностранного эмитента обыкновенные класса B;;US0846707026;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;Berkshire Hathaway Inc.;НЕТ;Эмитенты с листингом в США
394;BRKR;Bruker Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1167941087;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;Bruker Corporation;НЕТ;Эмитенты с листингом в США
395;BRO;Brown & Brown, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1152361010;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;Brown & Brown, Inc.;НЕТ;Эмитенты с листингом в США
396;BROS;Dutch Bros Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US26701L1008;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;Dutch Bros Inc.;НЕТ;Эмитенты с листингом в США
397;BRX;Brixmor Property Group Inc.;Акции;Акции иностранного эмитента обыкновенные;;US11120U1051;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;Brixmor Property Group Inc.;НЕТ;Эмитенты с листингом в США
398;BSX;Boston Scientific Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1011371077;ESVUFR;1,00;0,01;USD;06.10.2016 0:00:00;;Boston Scientific Corporation;НЕТ;Эмитенты с листингом в США
399;BSY;Bentley Systems, Incorporated;Акции;Акции иностранного эмитента обыкновенные класса B;;US08265T2087;ESVUFR;1,00;0,01;USD;10.11.2021 0:00:00;;Bentley Systems, Incorporated;НЕТ;Эмитенты с листингом в США
400;BTAI;BioXcel Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09075P1057;ESVUFR;1,00;0,01;USD;13.10.2020 0:00:00;;BioXcel Therapeutics, Inc.;НЕТ;Эмитенты с листингом в США
401;BURL;Burlington Stores, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1220171060;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;Burlington Stores, Inc.;НЕТ;Эмитенты с листингом в США
402;BVB@DE;Borussia Dortmund GmbH & Co. Kommanditgesellschaft auf Aktien;Акции;Акции иностранного эмитента обыкновенные;;DE0005493092;ESVUFB;1,00;0,01;EUR;01.03.2021 0:00:00;;Borussia Dortmund GmbH & Co. Kommanditgesellschaft auf Aktien;НЕТ;Эмитенты с листингом в ФРГ
403;BWA;BorgWarner Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0997241064;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;BorgWarner Inc.;НЕТ;Эмитенты с листингом в США
404;BWXT;BWX Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05605H1005;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;BWX Technologies, Inc.;НЕТ;Эмитенты с листингом в США
405;BX;Blackstone Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09260D1072;ESVUFR;1,00;0,01;USD;16.12.2020 0:00:00;;Blackstone Inc.;НЕТ;Эмитенты с листингом в США
406;BXMT;Blackstone Mortgage Trust, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US09257W1009;ESVUFR;1,00;0,01;USD;08.08.2022 0:00:00;;Blackstone Mortgage Trust, Inc.;НЕТ;Эмитенты с листингом в США
407;BXP;Boston Properties, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1011211018;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;Boston Properties, Inc.;НЕТ;Эмитенты с листингом в США
408;BYND;Beyond Meat, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US08862E1091;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;Beyond Meat, Inc.;НЕТ;Эмитенты с листингом в США
409;BYSI;BeyondSpring Inc.;Акции;Акции иностранного эмитента обыкновенные;;KYG108301006;ESVUFR;1,00;0,01;USD;10.11.2021 0:00:00;;BeyondSpring Inc.;НЕТ;Эмитенты с листингом в США
410;C;Citigroup Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1729674242;ESVUFR;1,00;0,01;USD;06.10.2016 0:00:00;;Citigroup Inc.;НЕТ;Эмитенты с листингом в США
411;CABO;Cable One, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US12685J1051;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;Cable One, Inc.;НЕТ;Эмитенты с листингом в США
412;CACC;Credit Acceptance Corporation;Акции;Акции иностранного эмитента обыкновенные;;US2253101016;ESXXXX;1,00;0,01;USD;05.08.2019 0:00:00;;Credit Acceptance Corporation;НЕТ;Эмитенты с листингом в США
413;CACI;CACI International Inc;Акции;Акции иностранного эмитента обыкновенные;;US1271903049;ESVUFR;1,00;0,01;USD;26.10.2021 0:00:00;;CACI International Inc;НЕТ;Эмитенты с листингом в США
414;CAG;Conagra Brands, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2058871029;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;Conagra Brands, Inc.;НЕТ;Эмитенты с листингом в США
415;CAH;Cardinal Health, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US14149Y1082;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;Cardinal Health, Inc.;НЕТ;Эмитенты с листингом в США
416;CALM;Cal-Maine Foods, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1280302027;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;Cal-Maine Foods, Inc.;НЕТ;Эмитенты с листингом в США
417;CAR;Avis Budget Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0537741052;ESVUFR;1,00;0,01;USD;08.08.2022 0:00:00;;Avis Budget Group, Inc.;НЕТ;Эмитенты с листингом в США
418;CARA;Cara Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1407551092;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;Cara Therapeutics, Inc.;НЕТ;Эмитенты с листингом в США
419;CARG;CarGurus, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US1417881091;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;CarGurus, Inc.;НЕТ;Эмитенты с листингом в США
420;CARR;Carrier Global Corporation;Акции;Акции иностранного эмитента обыкновенные;;US14448C1045;ESVUFR;1,00;0,01;USD;06.04.2020 0:00:00;;Carrier Global Corporation;НЕТ;Эмитенты с листингом в США
421;CARS;Cars.com Inc.;Акции;Акции иностранного эмитента обыкновенные;;US14575E1055;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;Cars.com Inc.;НЕТ;Эмитенты с листингом в США
422;CASY;Casey's General Stores, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1475281036;ESVUXX;1,00;0,01;USD;31.01.2019 0:00:00;;Casey's General Stores, Inc.;НЕТ;Эмитенты с листингом в США
423;CAT;Caterpillar Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1491231015;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00;;Caterpillar Inc.;НЕТ;Эмитенты с листингом в США
424;CB;Chubb Limited;Акции;Акции иностранного эмитента обыкновенные;;CH0044328745;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00;;Chubb Limited;НЕТ;Эмитенты с листингом в США
425;CBRE;CBRE Group, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US12504L1098;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;CBRE Group, Inc.;НЕТ;Эмитенты с листингом в США
426;CBRL;Cracker Barrel Old Country Store, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US22410J1060;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;Cracker Barrel Old Country Store, Inc.;НЕТ;Эмитенты с листингом в США
